gene,name,GO,description,meta
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0009555,pollen development,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0004693,cyclin-dependent protein serine/threonine kinase activity,F
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0009934,regulation of meristem structural organization,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0035556,intracellular signal transduction,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0010005,"cortical microtubule, transverse to long axis",C
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0009825,multidimensional cell growth,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0048519,negative regulation of biological process,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0004842,ubiquitin-protein ligase activity,F
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0009733,response to auxin stimulus,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0009737,response to abscisic acid stimulus,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0043248,proteasome assembly,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0010468,regulation of gene expression,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0046686,response to cadmium ion,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0080135,regulation of cellular response to stress,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0008284,positive regulation of cell proliferation,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0009409,response to cold,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:2000112,regulation of cellular macromolecule biosynthetic process,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0010243,response to organonitrogen compound,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:1901362,organic cyclic compound biosynthetic process,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0006833,water transport,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0005886,plasma membrane,C
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0010075,regulation of meristem growth,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0005634,nucleus,C
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0043161,proteasomal ubiquitin-dependent protein catabolic process,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0009507,chloroplast,C
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0009863,salicylic acid mediated signaling pathway,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0032268,regulation of cellular protein metabolic process,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0051510,regulation of unidimensional cell growth,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0009861,jasmonic acid and ethylene-dependent systemic resistance,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0005829,cytosol,C
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0046827,positive regulation of protein export from nucleus,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0019438,aromatic compound biosynthetic process,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0010389,regulation of G2/M transition of mitotic cell cycle,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0000226,microtubule cytoskeleton organization,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0009620,response to fungus,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0009723,response to ethylene stimulus,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0019344,cysteine biosynthetic process,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0000910,cytokinesis,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0048767,root hair elongation,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0045088,regulation of innate immune response,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0005515,protein binding,F
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0016572,histone phosphorylation,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0007030,Golgi organization,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0009867,jasmonic acid mediated signaling pathway,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0000302,response to reactive oxygen species,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0006096,glycolysis,P
Locus_4616_Transcript_17_Length_2872_genewise_newlength_2872__CDS__1139__2284.orfnuc.phy,shaggy-related protein kinase kappa,GO:0005524,ATP binding,F
Locus_7982_Transcript_7_Length_1718_genewise_newlength_1074__CDS__198__1073.orfnuc.phy,shikimate kinase,GO:0019632,shikimate metabolic process,P
Locus_7982_Transcript_7_Length_1718_genewise_newlength_1074__CDS__198__1073.orfnuc.phy,shikimate kinase,GO:0034641,cellular nitrogen compound metabolic process,P
Locus_7982_Transcript_7_Length_1718_genewise_newlength_1074__CDS__198__1073.orfnuc.phy,shikimate kinase,GO:0009507,chloroplast,C
Locus_7982_Transcript_7_Length_1718_genewise_newlength_1074__CDS__198__1073.orfnuc.phy,shikimate kinase,GO:0009108,coenzyme biosynthetic process,P
Locus_7982_Transcript_7_Length_1718_genewise_newlength_1074__CDS__198__1073.orfnuc.phy,shikimate kinase,GO:0006790,sulfur compound metabolic process,P
Locus_7982_Transcript_7_Length_1718_genewise_newlength_1074__CDS__198__1073.orfnuc.phy,shikimate kinase,GO:0004765,shikimate kinase activity,F
Locus_7982_Transcript_7_Length_1718_genewise_newlength_1074__CDS__198__1073.orfnuc.phy,shikimate kinase,GO:0046483,heterocycle metabolic process,P
Locus_7982_Transcript_7_Length_1718_genewise_newlength_1074__CDS__198__1073.orfnuc.phy,shikimate kinase,GO:0009657,plastid organization,P
Locus_7982_Transcript_7_Length_1718_genewise_newlength_1074__CDS__198__1073.orfnuc.phy,shikimate kinase,GO:0009073,aromatic amino acid family biosynthetic process,P
Locus_7982_Transcript_7_Length_1718_genewise_newlength_1074__CDS__198__1073.orfnuc.phy,shikimate kinase,GO:0006733,oxidoreduction coenzyme metabolic process,P
Locus_3900_Transcript_11_Length_3584_genewise_newlength_3584__CDS__1379__2776.orfnuc.phy,single-stranded nucleic acid binding r3h protein,GO:0044424,intracellular part,C
Locus_3900_Transcript_11_Length_3584_genewise_newlength_3584__CDS__1379__2776.orfnuc.phy,single-stranded nucleic acid binding r3h protein,GO:0003676,nucleic acid binding,F
Locus_24668_Transcript_3_Length_1589_genewise_newlength_1589__CDS__1008__1217.orfnuc.phy,small ubiquitin-related modifier 2,GO:0005829,cytosol,C
Locus_24668_Transcript_3_Length_1589_genewise_newlength_1589__CDS__1008__1217.orfnuc.phy,small ubiquitin-related modifier 2,GO:0009086,methionine biosynthetic process,P
Locus_24668_Transcript_3_Length_1589_genewise_newlength_1589__CDS__1008__1217.orfnuc.phy,small ubiquitin-related modifier 2,GO:0010498,proteasomal protein catabolic process,P
Locus_24668_Transcript_3_Length_1589_genewise_newlength_1589__CDS__1008__1217.orfnuc.phy,small ubiquitin-related modifier 2,GO:0031386,protein tag,F
Locus_24668_Transcript_3_Length_1589_genewise_newlength_1589__CDS__1008__1217.orfnuc.phy,small ubiquitin-related modifier 2,GO:0016925,protein sumoylation,P
Locus_24668_Transcript_3_Length_1589_genewise_newlength_1589__CDS__1008__1217.orfnuc.phy,small ubiquitin-related modifier 2,GO:0010286,heat acclimation,P
Locus_24668_Transcript_3_Length_1589_genewise_newlength_1589__CDS__1008__1217.orfnuc.phy,small ubiquitin-related modifier 2,GO:0007010,cytoskeleton organization,P
Locus_24668_Transcript_3_Length_1589_genewise_newlength_1589__CDS__1008__1217.orfnuc.phy,small ubiquitin-related modifier 2,GO:0043433,negative regulation of sequence-specific DNA binding transcription factor activity,P
Locus_24668_Transcript_3_Length_1589_genewise_newlength_1589__CDS__1008__1217.orfnuc.phy,small ubiquitin-related modifier 2,GO:0005515,protein binding,F
Locus_24668_Transcript_3_Length_1589_genewise_newlength_1589__CDS__1008__1217.orfnuc.phy,small ubiquitin-related modifier 2,GO:0042127,regulation of cell proliferation,P
Locus_24668_Transcript_3_Length_1589_genewise_newlength_1589__CDS__1008__1217.orfnuc.phy,small ubiquitin-related modifier 2,GO:0006094,gluconeogenesis,P
Locus_24668_Transcript_3_Length_1589_genewise_newlength_1589__CDS__1008__1217.orfnuc.phy,small ubiquitin-related modifier 2,GO:0000394,"RNA splicing, via endonucleolytic cleavage and ligation",P
Locus_24668_Transcript_3_Length_1589_genewise_newlength_1589__CDS__1008__1217.orfnuc.phy,small ubiquitin-related modifier 2,GO:0009507,chloroplast,C
Locus_24668_Transcript_3_Length_1589_genewise_newlength_1589__CDS__1008__1217.orfnuc.phy,small ubiquitin-related modifier 2,GO:0005634,nucleus,C
Locus_12395_Transcript_1_Length_1314_genewise_newlength_1314__CDS__1__1074.orfnuc.phy,snf7-like protein,GO:0015031,protein transport,P
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0000325,plant-type vacuole,C
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0005774,vacuolar membrane,C
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0015992,proton transport,P
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0090333,regulation of stomatal closure,P
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0005515,protein binding,F
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0006891,intra-Golgi vesicle-mediated transport,P
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0035725,sodium ion transmembrane transport,P
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0006869,lipid transport,P
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0010351,lithium ion transport,P
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0015386,potassium:hydrogen antiporter activity,F
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0016558,protein import into peroxisome matrix,P
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0009651,response to salt stress,P
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0005576,extracellular region,C
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0055075,potassium ion homeostasis,P
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0010107,potassium ion import,P
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0048366,leaf development,P
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0005886,plasma membrane,C
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0015385,sodium:hydrogen antiporter activity,F
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0006885,regulation of pH,P
Locus_6307_Transcript_7_Length_2705_genewise_newlength_2132__CDS__311__1945.orfnuc.phy,sodium hydrogen exchanger 4,GO:0016021,integral to membrane,C
Locus_376_Transcript_7_Length_4761_genewise_newlength_4761__CDS__179__1006.orfnuc.phy,splicing factor pwi domain-containing protein,GO:0009294,DNA mediated transformation,P
Locus_376_Transcript_7_Length_4761_genewise_newlength_4761__CDS__179__1006.orfnuc.phy,splicing factor pwi domain-containing protein,GO:0008380,RNA splicing,P
Locus_376_Transcript_7_Length_4761_genewise_newlength_4761__CDS__179__1006.orfnuc.phy,splicing factor pwi domain-containing protein,GO:0005515,protein binding,F
Locus_376_Transcript_7_Length_4761_genewise_newlength_4761__CDS__179__1006.orfnuc.phy,splicing factor pwi domain-containing protein,GO:0005634,nucleus,C
Locus_376_Transcript_7_Length_4761_genewise_newlength_4761__CDS__179__1006.orfnuc.phy,splicing factor pwi domain-containing protein,GO:0006397,mRNA processing,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0003700,sequence-specific DNA binding transcription factor activity,F
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0042546,cell wall biogenesis,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0009827,plant-type cell wall modification,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:2000025,regulation of leaf formation,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0048481,ovule development,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0010229,inflorescence development,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0048653,anther development,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0009911,positive regulation of flower development,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0010358,leaf shaping,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0009886,post-embryonic morphogenesis,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0009941,chloroplast envelope,C
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0042742,defense response to bacterium,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0009556,microsporogenesis,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0009741,response to brassinosteroid stimulus,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0042127,regulation of cell proliferation,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0042743,hydrogen peroxide metabolic process,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0048510,regulation of timing of transition from vegetative to reproductive phase,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0010228,vegetative to reproductive phase transition of meristem,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0008361,regulation of cell size,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0003677,DNA binding,F
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0010321,regulation of vegetative phase change,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0045893,"positive regulation of transcription, DNA-dependent",P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0005634,nucleus,C
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0045491,xylan metabolic process,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0009554,megasporogenesis,P
Locus_3371_Transcript_3_Length_3478_genewise_newlength_3077__CDS__67__2727.orfnuc.phy,squamosa promoter-binding-like protein 10,GO:0009860,pollen tube growth,P
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0005774,vacuolar membrane,C
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0009611,response to wounding,P
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0019375,galactolipid biosynthetic process,P
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0005515,protein binding,F
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0010264,myo-inositol hexakisphosphate biosynthetic process,P
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0010260,organ senescence,P
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0015706,nitrate transport,P
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0009753,response to jasmonic acid stimulus,P
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0009507,chloroplast,C
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0005794,Golgi apparatus,C
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0009011,starch synthase activity,F
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0010021,amylopectin biosynthetic process,P
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0001666,response to hypoxia,P
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0016844,strictosidine synthase activity,F
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0009814,"defense response, incompatible interaction",P
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0010167,response to nitrate,P
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0009506,plasmodesma,C
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0009863,salicylic acid mediated signaling pathway,P
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0005886,plasma membrane,C
Locus_9851_Transcript_5_Length_2892_genewise_newlength_2636__CDS__486__2489.orfnuc.phy,starch synthase 2,GO:0009250,glucan biosynthetic process,P
Locus_2711_Transcript_4_Length_5321_genewise_newlength_5321__CDS__2029__4725.orfnuc.phy,starch synthase 4,GO:0019375,galactolipid biosynthetic process,P
Locus_2711_Transcript_4_Length_5321_genewise_newlength_5321__CDS__2029__4725.orfnuc.phy,starch synthase 4,GO:0019252,starch biosynthetic process,P
Locus_2711_Transcript_4_Length_5321_genewise_newlength_5321__CDS__2029__4725.orfnuc.phy,starch synthase 4,GO:0009664,plant-type cell wall organization,P
Locus_2711_Transcript_4_Length_5321_genewise_newlength_5321__CDS__2029__4725.orfnuc.phy,starch synthase 4,GO:0009507,chloroplast,C
Locus_2711_Transcript_4_Length_5321_genewise_newlength_5321__CDS__2029__4725.orfnuc.phy,starch synthase 4,GO:0001666,response to hypoxia,P
Locus_2711_Transcript_4_Length_5321_genewise_newlength_5321__CDS__2029__4725.orfnuc.phy,starch synthase 4,GO:0000272,polysaccharide catabolic process,P
Locus_2711_Transcript_4_Length_5321_genewise_newlength_5321__CDS__2029__4725.orfnuc.phy,starch synthase 4,GO:1901700,response to oxygen-containing compound,P
Locus_2711_Transcript_4_Length_5321_genewise_newlength_5321__CDS__2029__4725.orfnuc.phy,starch synthase 4,GO:0009011,starch synthase activity,F
Locus_1496_Transcript_4_Length_2221_genewise_newlength_1949__CDS__545__1609.orfnuc.phy,sucrase ferredoxin-like family protein,GO:0015698,inorganic anion transport,P
Locus_1496_Transcript_4_Length_2221_genewise_newlength_1949__CDS__545__1609.orfnuc.phy,sucrase ferredoxin-like family protein,GO:0005634,nucleus,C
Locus_1496_Transcript_4_Length_2221_genewise_newlength_1949__CDS__545__1609.orfnuc.phy,sucrase ferredoxin-like family protein,GO:0005829,cytosol,C
Locus_1496_Transcript_4_Length_2221_genewise_newlength_1949__CDS__545__1609.orfnuc.phy,sucrase ferredoxin-like family protein,GO:0010048,vernalization response,P
Locus_7000_Transcript_4_Length_1478_genewise_newlength_1215__CDS__527__1213.orfnuc.phy,sulfoquinovosyldiacylglycerol 2,GO:0046510,UDP-sulfoquinovose:DAG sulfoquinovosyltransferase activity,F
Locus_7000_Transcript_4_Length_1478_genewise_newlength_1215__CDS__527__1213.orfnuc.phy,sulfoquinovosyldiacylglycerol 2,GO:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",P
Locus_7000_Transcript_4_Length_1478_genewise_newlength_1215__CDS__527__1213.orfnuc.phy,sulfoquinovosyldiacylglycerol 2,GO:0015995,chlorophyll biosynthetic process,P
Locus_7000_Transcript_4_Length_1478_genewise_newlength_1215__CDS__527__1213.orfnuc.phy,sulfoquinovosyldiacylglycerol 2,GO:0009941,chloroplast envelope,C
Locus_7000_Transcript_4_Length_1478_genewise_newlength_1215__CDS__527__1213.orfnuc.phy,sulfoquinovosyldiacylglycerol 2,GO:0046506,sulfolipid biosynthetic process,P
Locus_7000_Transcript_4_Length_1478_genewise_newlength_1215__CDS__527__1213.orfnuc.phy,sulfoquinovosyldiacylglycerol 2,GO:0016117,carotenoid biosynthetic process,P
Locus_7000_Transcript_4_Length_1478_genewise_newlength_1215__CDS__527__1213.orfnuc.phy,sulfoquinovosyldiacylglycerol 2,GO:0019375,galactolipid biosynthetic process,P
Locus_7000_Transcript_4_Length_1478_genewise_newlength_1215__CDS__527__1213.orfnuc.phy,sulfoquinovosyldiacylglycerol 2,GO:0006636,unsaturated fatty acid biosynthetic process,P
Locus_7000_Transcript_4_Length_1478_genewise_newlength_1215__CDS__527__1213.orfnuc.phy,sulfoquinovosyldiacylglycerol 2,GO:0019761,glucosinolate biosynthetic process,P
Locus_7000_Transcript_4_Length_1478_genewise_newlength_1215__CDS__527__1213.orfnuc.phy,sulfoquinovosyldiacylglycerol 2,GO:0016036,cellular response to phosphate starvation,P
Locus_7000_Transcript_4_Length_1478_genewise_newlength_1215__CDS__527__1213.orfnuc.phy,sulfoquinovosyldiacylglycerol 2,GO:0005886,plasma membrane,C
