gene,name,GO,description,meta
Locus_254_Transcript_33_Length_4583_genewise_newlength_4296__CDS__980__4048,starch synthase 4,GO:0005982,starch metabolic process,P
Locus_254_Transcript_33_Length_4583_genewise_newlength_4296__CDS__980__4048,starch synthase 4,GO:0006950,response to stress,P
Locus_254_Transcript_33_Length_4583_genewise_newlength_4296__CDS__980__4048,starch synthase 4,GO:1901700,response to oxygen-containing compound,P
Locus_254_Transcript_33_Length_4583_genewise_newlength_4296__CDS__980__4048,starch synthase 4,GO:2001070,starch binding,F
Locus_254_Transcript_33_Length_4583_genewise_newlength_4296__CDS__980__4048,starch synthase 4,GO:0009250,glucan biosynthetic process,P
Locus_254_Transcript_33_Length_4583_genewise_newlength_4296__CDS__980__4048,starch synthase 4,GO:0009011,starch synthase activity,F
Locus_423_Transcript_13_Length_2003_genewise_newlength_2003__CDS__367__762,sterile alpha motif domain-containing protein,GO:0009987,cellular process,P
Locus_423_Transcript_13_Length_2003_genewise_newlength_2003__CDS__367__762,sterile alpha motif domain-containing protein,GO:0009535,chloroplast thylakoid membrane,C
Locus_423_Transcript_13_Length_2003_genewise_newlength_2003__CDS__367__762,sterile alpha motif domain-containing protein,GO:0010287,plastoglobule,C
Locus_423_Transcript_13_Length_2003_genewise_newlength_2003__CDS__367__762,sterile alpha motif domain-containing protein,GO:0005198,structural molecule activity,F
Locus_5518_Transcript_3_Length_2901_genewise_newlength_2661__CDS__69__2327,tbc domain-containing protein,GO:0051641,cellular localization,P
Locus_5518_Transcript_3_Length_2901_genewise_newlength_2661__CDS__69__2327,tbc domain-containing protein,GO:0009507,chloroplast,C
Locus_5518_Transcript_3_Length_2901_genewise_newlength_2661__CDS__69__2327,tbc domain-containing protein,GO:0005829,cytosol,C
Locus_5518_Transcript_3_Length_2901_genewise_newlength_2661__CDS__69__2327,tbc domain-containing protein,GO:0005634,nucleus,C
Locus_5518_Transcript_3_Length_2901_genewise_newlength_2661__CDS__69__2327,tbc domain-containing protein,GO:0005097,Rab GTPase activator activity,F
Locus_5518_Transcript_3_Length_2901_genewise_newlength_2661__CDS__69__2327,tbc domain-containing protein,GO:0032313,regulation of Rab GTPase activity,P
Locus_94_Transcript_4_Length_2466_genewise_newlength_2105__CDS__182__1729,tetratricopeptide repeat domain-containing protein,GO:0009987,cellular process,P
Locus_94_Transcript_4_Length_2466_genewise_newlength_2105__CDS__182__1729,tetratricopeptide repeat domain-containing protein,GO:0043231,intracellular membrane-bounded organelle,C
Locus_94_Transcript_4_Length_2466_genewise_newlength_2105__CDS__182__1729,tetratricopeptide repeat domain-containing protein,GO:0005515,protein binding,F
Locus_1707_Transcript_5_Length_3613_genewise_newlength_3354__CDS__626__3034,tir-nbs-lrr class disease resistance protein,GO:0031348,negative regulation of defense response,P
Locus_1707_Transcript_5_Length_3613_genewise_newlength_3354__CDS__626__3034,tir-nbs-lrr class disease resistance protein,GO:0016301,kinase activity,F
Locus_1707_Transcript_5_Length_3613_genewise_newlength_3354__CDS__626__3034,tir-nbs-lrr class disease resistance protein,GO:0048046,apoplast,C
Locus_1707_Transcript_5_Length_3613_genewise_newlength_3354__CDS__626__3034,tir-nbs-lrr class disease resistance protein,GO:0009414,response to water deprivation,P
Locus_1707_Transcript_5_Length_3613_genewise_newlength_3354__CDS__626__3034,tir-nbs-lrr class disease resistance protein,GO:0010363,regulation of plant-type hypersensitive response,P
Locus_1707_Transcript_5_Length_3613_genewise_newlength_3354__CDS__626__3034,tir-nbs-lrr class disease resistance protein,GO:0080167,response to karrikin,P
Locus_1707_Transcript_5_Length_3613_genewise_newlength_3354__CDS__626__3034,tir-nbs-lrr class disease resistance protein,GO:0006612,protein targeting to membrane,P
Locus_1707_Transcript_5_Length_3613_genewise_newlength_3354__CDS__626__3034,tir-nbs-lrr class disease resistance protein,GO:0042742,defense response to bacterium,P
Locus_1707_Transcript_5_Length_3613_genewise_newlength_3354__CDS__626__3034,tir-nbs-lrr class disease resistance protein,GO:0044710,single-organism metabolic process,P
Locus_1707_Transcript_5_Length_3613_genewise_newlength_3354__CDS__626__3034,tir-nbs-lrr class disease resistance protein,GO:0031090,organelle membrane,C
Locus_1707_Transcript_5_Length_3613_genewise_newlength_3354__CDS__626__3034,tir-nbs-lrr class disease resistance protein,GO:0009814,"defense response, incompatible interaction",P
Locus_1707_Transcript_5_Length_3613_genewise_newlength_3354__CDS__626__3034,tir-nbs-lrr class disease resistance protein,GO:0044446,intracellular organelle part,C
Locus_1707_Transcript_5_Length_3613_genewise_newlength_3354__CDS__626__3034,tir-nbs-lrr class disease resistance protein,GO:0012505,endomembrane system,C
Locus_1707_Transcript_5_Length_3613_genewise_newlength_3354__CDS__626__3034,tir-nbs-lrr class disease resistance protein,GO:0009963,positive regulation of flavonoid biosynthetic process,P
Locus_1707_Transcript_5_Length_3613_genewise_newlength_3354__CDS__626__3034,tir-nbs-lrr class disease resistance protein,GO:0044444,cytoplasmic part,C
Locus_1707_Transcript_5_Length_3613_genewise_newlength_3354__CDS__626__3034,tir-nbs-lrr class disease resistance protein,GO:0005634,nucleus,C
Locus_1707_Transcript_5_Length_3613_genewise_newlength_3354__CDS__626__3034,tir-nbs-lrr class disease resistance protein,GO:0044249,cellular biosynthetic process,P
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0009299,mRNA transcription,P
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0009827,plant-type cell wall modification,P
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0009740,gibberellic acid mediated signaling pathway,P
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0009062,fatty acid catabolic process,P
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0009911,positive regulation of flower development,P
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0006355,"regulation of transcription, DNA-dependent",P
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0048446,petal morphogenesis,P
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0009753,response to jasmonic acid stimulus,P
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0003677,DNA binding,F
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0003700,sequence-specific DNA binding transcription factor activity,F
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0009735,response to cytokinin stimulus,P
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0005634,nucleus,C
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0048481,ovule development,P
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0009860,pollen tube growth,P
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0043425,bHLH transcription factor binding,F
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0048443,stamen development,P
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0009694,jasmonic acid metabolic process,P
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0010162,seed dormancy process,P
Locus_2273_Transcript_9_Length_2312_genewise_newlength_2312__CDS__1328__2311,transcription factor bhlh49,GO:0046983,protein dimerization activity,F
Locus_6034_Transcript_5_Length_1525_genewise_newlength_1374__CDS__930__1274,transcription factor-related protein,GO:0000394,"RNA splicing, via endonucleolytic cleavage and ligation",P
Locus_6034_Transcript_5_Length_1525_genewise_newlength_1374__CDS__930__1274,transcription factor-related protein,GO:0006366,transcription from RNA polymerase II promoter,P
Locus_6034_Transcript_5_Length_1525_genewise_newlength_1374__CDS__930__1274,transcription factor-related protein,GO:0006289,nucleotide-excision repair,P
Locus_6034_Transcript_5_Length_1525_genewise_newlength_1374__CDS__930__1274,transcription factor-related protein,GO:0004003,ATP-dependent DNA helicase activity,F
Locus_6034_Transcript_5_Length_1525_genewise_newlength_1374__CDS__930__1274,transcription factor-related protein,GO:0000439,core TFIIH complex,C
Locus_4835_Transcript_1_Length_3290_genewise_newlength_3216__CDS__388__2997,transducin wd40 domain-containing protein,GO:0004871,signal transducer activity,F
Locus_4835_Transcript_1_Length_3290_genewise_newlength_3216__CDS__388__2997,transducin wd40 domain-containing protein,GO:0000003,reproduction,P
Locus_4835_Transcript_1_Length_3290_genewise_newlength_3216__CDS__388__2997,transducin wd40 domain-containing protein,GO:1901701,cellular response to oxygen-containing compound,P
Locus_4835_Transcript_1_Length_3290_genewise_newlength_3216__CDS__388__2997,transducin wd40 domain-containing protein,GO:0005834,heterotrimeric G-protein complex,C
Locus_4835_Transcript_1_Length_3290_genewise_newlength_3216__CDS__388__2997,transducin wd40 domain-containing protein,GO:0009755,hormone-mediated signaling pathway,P
Locus_4835_Transcript_1_Length_3290_genewise_newlength_3216__CDS__388__2997,transducin wd40 domain-containing protein,GO:0005737,cytoplasm,C
Locus_4835_Transcript_1_Length_3290_genewise_newlength_3216__CDS__388__2997,transducin wd40 domain-containing protein,GO:0051704,multi-organism process,P
Locus_4835_Transcript_1_Length_3290_genewise_newlength_3216__CDS__388__2997,transducin wd40 domain-containing protein,GO:0006952,defense response,P
Locus_4835_Transcript_1_Length_3290_genewise_newlength_3216__CDS__388__2997,transducin wd40 domain-containing protein,GO:0005515,protein binding,F
Locus_3378_Transcript_1_Length_1365_genewise_newlength_1365__CDS__311__1360,transmembrane amino acid transporter family protein,GO:0050896,response to stimulus,P
Locus_3378_Transcript_1_Length_1365_genewise_newlength_1365__CDS__311__1360,transmembrane amino acid transporter family protein,GO:0015824,proline transport,P
Locus_3378_Transcript_1_Length_1365_genewise_newlength_1365__CDS__311__1360,transmembrane amino acid transporter family protein,GO:0050789,regulation of biological process,P
Locus_3378_Transcript_1_Length_1365_genewise_newlength_1365__CDS__311__1360,transmembrane amino acid transporter family protein,GO:0015193,L-proline transmembrane transporter activity,F
Locus_3378_Transcript_1_Length_1365_genewise_newlength_1365__CDS__311__1360,transmembrane amino acid transporter family protein,GO:0009987,cellular process,P
Locus_3378_Transcript_1_Length_1365_genewise_newlength_1365__CDS__311__1360,transmembrane amino acid transporter family protein,GO:0005886,plasma membrane,C
Locus_5361_Transcript_1_Length_2898_genewise_newlength_2848__CDS__199__2730,trnase z3,GO:0009165,nucleotide biosynthetic process,P
Locus_5361_Transcript_1_Length_2898_genewise_newlength_2848__CDS__199__2730,trnase z3,GO:0005634,nucleus,C
Locus_5361_Transcript_1_Length_2898_genewise_newlength_2848__CDS__199__2730,trnase z3,GO:0042781,3'-tRNA processing endoribonuclease activity,F
Locus_5361_Transcript_1_Length_2898_genewise_newlength_2848__CDS__199__2730,trnase z3,GO:0042779,tRNA 3'-trailer cleavage,P
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0080099,L-methionine:2-oxoglutarate aminotransferase activity,F
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0016126,sterol biosynthetic process,P
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0004021,L-alanine:2-oxoglutarate aminotransferase activity,F
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0047312,L-phenylalanine:pyruvate aminotransferase activity,F
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0080098,L-tyrosine:pyruvate aminotransferase activity,F
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0009958,positive gravitropism,P
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0010078,maintenance of root meristem identity,P
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0080097,L-tryptophan:pyruvate aminotransferase activity,F
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0050048,L-leucine:2-oxoglutarate aminotransferase activity,F
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0050362,L-tryptophan:2-oxoglutarate aminotransferase activity,F
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0048825,cotyledon development,P
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0042742,defense response to bacterium,P
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0016846,carbon-sulfur lyase activity,F
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0005737,cytoplasm,C
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0080130,L-phenylalanine:2-oxoglutarate aminotransferase activity,F
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0048467,gynoecium development,P
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0030170,pyridoxal phosphate binding,F
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0080022,primary root development,P
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0009684,indoleacetic acid biosynthetic process,P
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0009641,shade avoidance,P
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0004838,L-tyrosine:2-oxoglutarate aminotransferase activity,F
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0080100,L-glutamine:2-oxoglutarate aminotransferase activity,F
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0010087,phloem or xylem histogenesis,P
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0010588,cotyledon vascular tissue pattern formation,P
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0005634,nucleus,C
Locus_16428_Transcript_1_Length_1738_genewise_newlength_1738__CDS__252__1544,tryptophan aminotransferase related 2,GO:0009723,response to ethylene stimulus,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0006833,water transport,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0000271,polysaccharide biosynthetic process,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0051641,cellular localization,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0043481,anthocyanin accumulation in tissues in response to UV light,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0009825,multidimensional cell growth,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0071258,cellular response to gravity,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0005774,vacuolar membrane,C
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0019344,cysteine biosynthetic process,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0009570,chloroplast stroma,C
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0010075,regulation of meristem growth,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0005829,cytosol,C
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0045298,tubulin complex,C
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0016126,sterol biosynthetic process,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0005200,structural constituent of cytoskeleton,F
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0006096,glycolysis,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0009651,response to salt stress,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0009506,plasmodesma,C
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0009740,gibberellic acid mediated signaling pathway,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0010498,proteasomal protein catabolic process,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0005618,cell wall,C
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0010162,seed dormancy process,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0005886,plasma membrane,C
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0000226,microtubule cytoskeleton organization,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0006084,acetyl-CoA metabolic process,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0005794,Golgi apparatus,C
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0005739,mitochondrion,C
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0009553,embryo sac development,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0005515,protein binding,F
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0048366,leaf development,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0005635,nuclear envelope,C
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0016132,brassinosteroid biosynthetic process,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0005874,microtubule,C
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0006972,hyperosmotic response,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0046686,response to cadmium ion,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0009409,response to cold,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0048768,root hair cell tip growth,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0048046,apoplast,C
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0007030,Golgi organization,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0000914,phragmoplast assembly,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0006094,gluconeogenesis,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0005730,nucleolus,C
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0010103,stomatal complex morphogenesis,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0071555,cell wall organization,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0005525,GTP binding,F
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0006184,GTP catabolic process,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0051258,protein polymerization,P
Locus_688_Transcript_1_Length_2020_genewise_newlength_1931__CDS__375__1712,tubulin beta-2 beta-3 chain,GO:0003924,GTPase activity,F
Locus_8802_Transcript_7_Length_2180_genewise_newlength_2180__CDS__452__1717,tyrosine decarboxylase,GO:0005737,cytoplasm,C
Locus_8802_Transcript_7_Length_2180_genewise_newlength_2180__CDS__452__1717,tyrosine decarboxylase,GO:0009414,response to water deprivation,P
Locus_8802_Transcript_7_Length_2180_genewise_newlength_2180__CDS__452__1717,tyrosine decarboxylase,GO:1901695,tyramine biosynthetic process,P
Locus_8802_Transcript_7_Length_2180_genewise_newlength_2180__CDS__452__1717,tyrosine decarboxylase,GO:0009611,response to wounding,P
Locus_8802_Transcript_7_Length_2180_genewise_newlength_2180__CDS__452__1717,tyrosine decarboxylase,GO:0004837,tyrosine decarboxylase activity,F
Locus_8802_Transcript_7_Length_2180_genewise_newlength_2180__CDS__452__1717,tyrosine decarboxylase,GO:0004058,aromatic-L-amino-acid decarboxylase activity,F
Locus_8802_Transcript_7_Length_2180_genewise_newlength_2180__CDS__452__1717,tyrosine decarboxylase,GO:1990055,phenylacetaldehyde synthase activity,F
Locus_8802_Transcript_7_Length_2180_genewise_newlength_2180__CDS__452__1717,tyrosine decarboxylase,GO:0006559,L-phenylalanine catabolic process,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0009960,endosperm development,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0009650,UV protection,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0072594,establishment of protein localization to organelle,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0009910,negative regulation of flower development,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0010099,regulation of photomorphogenesis,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0044255,cellular lipid metabolic process,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0016482,cytoplasmic transport,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0006605,protein targeting,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0044712,single-organism catabolic process,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:1901576,organic substance biosynthetic process,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0010039,response to iron ion,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0009507,chloroplast,C
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0005829,cytosol,C
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0006511,ubiquitin-dependent protein catabolic process,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0031372,UBC13-MMS2 complex,C
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0009965,leaf morphogenesis,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0031625,ubiquitin protein ligase binding,F
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0004842,ubiquitin-protein ligase activity,F
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0010228,vegetative to reproductive phase transition of meristem,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0033523,histone H2B ubiquitination,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0046686,response to cadmium ion,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0006301,postreplication repair,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0010053,root epidermal cell differentiation,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0005886,plasma membrane,C
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0005634,nucleus,C
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0044249,cellular biosynthetic process,P
Locus_6895_Transcript_4_Length_1598_genewise_newlength_928__CDS__292__651,ubiquitin-conjugating enzyme e2 35,GO:0043248,proteasome assembly,P
